,link,name,type,price,address,built_up,land_area,bedrooms,bathrooms,monthly_installment,land_title,tenure,price_per_sqft,state
673,/property/bandar-utama/sale-7043548/,"BU2, BU, Petaling jaya, PJ, Bandar Utama",2-sty Terrace/Link House | Intermediate  , 1250000,"Jalan BU 2, Bandar Utama, 47800 Petaling Jaya, BU2, BU, Petaling jaya, PJ, 47800, Selangor", 2200 sq. ft., 2200 sq. ft.,4,3," 5,634 ",2-sty Terrace/Link House,Freehold,-, Selangor
674,/property/taman-tun-dr-ismail/sale-6445430/,"Aminuddin Baki, TTDI, Taman Tun, KL, Kuala Lumpur, Taman Tun Dr Ismail",Bungalow  , 6000000,"Aminuddin Baki, TTDI, Taman Tun, KL, Kuala Lumpur, Kuala Lumpur", 4000 sq. ft., 4000 sq. ft.,5,4," 27,041 ",Bungalow,Freehold,-, Kuala Lumpur
675,/new-property/property/bangi/lambaian-dua/new-5607/,Lambaian Dua,Townhouse  ,0,"Bangi, Selangor", From 1283 - 1418 sq. ft., From 1283 - 1418 sq. ft.,3,2," 2,064 ",Residential,N/A,From RM 323, Selangor
676,/property/taman-tun-dr-ismail/sale-6416236/,"Burhanuddin helmi, TTDI, Taman Tun, Taman Tun Dr Ismail",1-sty Terrace/Link House | Intermediate  , 1280000,"Burhanuddin helmi, TTDI, Taman Tun, Kuala Lumpur", 1500 sq. ft., 1500 sq. ft.,3,2," 5,769 ",1-sty Terrace/Link House,Freehold,-, Kuala Lumpur
677,/property/bandar-utama/sale-6378952/,"BU12, Petaling jaya, pj, Bandar Utama",2-sty Terrace/Link House | EndLot  , 1530000,"BU12, Petaling jaya, pj, Selangor", 2800 sq. ft., 2800 sq. ft.,4,3," 6,895 ",2-sty Terrace/Link House,Freehold,-, Selangor
678,/new-property/property/skudai/the-enclave-pulai-springs-resort/new-5938/,The Enclave @ Pulai Springs Resort,3 Storey Semi Detached Homes  ,0,"Skudai, Johor", From 4018 - 4744 sq. ft., From 4018 - 4744 sq. ft.,4 - 5,5 - 6," 8,148 ",Residential,N/A,Contact for price, Johor
679,/property/damansara-heights/sale-6254373/,"Persiaran Bruas, Bruas, KL, Bukit Damansara, Damansara Heights",Bungalow  , 3600000,"Persiaran Bruas, Bruas, KL, Bukit Damansara, Kuala Lumpur", 6300 sq. ft., 6300 sq. ft.,6,6," 16,225 ",Bungalow,Freehold,-, Kuala Lumpur
680,/property/bandar-utama/sale-6213461/,"BU4, Petaling Jaya, BU, Bandar Utama",2-sty Terrace/Link House  , 1250000,"BU4, Petaling Jaya, BU, Selangor", 2600 sq. ft., 2600 sq. ft.,4,3," 5,634 ",2-sty Terrace/Link House,Freehold,-, Selangor
681,/property/bandar-utama/sale-6190753/,"BU3, Petaling jaya, PJ, Bandar Utama",2-sty Terrace/Link House  , 1300000,"BU3, Petaling jaya, PJ, Selangor", 2500 sq. ft., 2500 sq. ft.,4,3," 5,859 ",2-sty Terrace/Link House,Freehold,-, Selangor
682,/new-property/property/city-centre/four-seasons-private-residences-kuala-lumpur/new-782/,FOUR SEASONS PRIVATE RESIDENCES KUALA LUMPUR,Serviced Residence  ,0,"Kuala Lumpur City Center, City Centre, Kuala Lumpur", From 1098 - 11894 sq. ft., From 1098 - 11894 sq. ft.,1 - 7,2 - 9," 17,532 ",Commercial,N/A,Contact for price, Kuala Lumpur
683,/property/country-heights-damansara/sale-7653676/,"Country Heights Damansara, KL, Country Heights Damansara",Bungalow Land | Corner  , 4000000,"Country Heights Damansara, 60000 Kuala Lumpur, Federal Territory of Kuala Lumpur, Country Heights Damansara, KL, 60000, Kuala Lumpur", 10689 sq. ft., 10689 sq. ft.,0,0," 18,027 ",Bungalow Land,Freehold,-, Kuala Lumpur
684,/property/damansara-heights/sale-7362325/,"Setiakasih, Bukit Damansara, KL, Damansara Heights",Semi-detached House  , 5000000,"Jalan Setiakasih, Bukit Damansara, 50490 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Setiakasih, Bukit Damansara, KL, 50490, Kuala Lumpur", 4700 sq. ft., 4700 sq. ft.,4+1,5," 22,534 ",Semi-detached House,Freehold,-, Kuala Lumpur
685,/property/damansara-heights/sale-7226374/,"Jalan Setiakasih, Bukit Damansara, KL, Damansara Heights",Semi-detached House  , 5200000,"Jalan Setiakasih, Bukit Damansara, KL, Kuala Lumpur", 6000 sq. ft., 6000 sq. ft.,5+1,6," 23,436 ",Semi-detached House,Freehold,-, Kuala Lumpur
686,/new-property/property/putrajaya/conezion-residences/new-4971/,Conezion Residences,Serviced Residence  ,0,"IOI Resort City, Putrajaya, Putrajaya", From 780 - 1278 sq. ft., From 780 - 1278 sq. ft.,2 - 3,2 - 3," 2,596 ",Residential,N/A,From RM 614 - RM 800, Putrajaya
687,/property/ampang/sale-6324397/,"Ukay Heights, Ukay, KL City, jalan Pimping, Ampang",Bungalow  , 4500000,"Jalan Pimping, Ukay Heights, 68000 Ampang, Selangor, Ukay Heights, Ukay, KL City, jalan Pimping, 68000, Kuala Lumpur", 6000 sq. ft., 6000 sq. ft.,7+1,7," 20,281 ",Bungalow,Freehold,-, Kuala Lumpur
688,/property/jalan-ipoh/sale-8074069/,"Taman Kok Lian,Kepong ,Jln Kuching, Jalan Ipoh",2-sty Terrace/Link House | Intermediate  , 868000,"Selayang, Taman Kok Lian,Kepong ,Jln Kuching, Kuala Lumpur", 2300 sq. ft., 2300 sq. ft.,4+1,3," 3,912 ",2-sty Terrace/Link House,Leasehold,Owner Occupied, Kuala Lumpur
689,/property/subang-heights/sale-6792675/,"Subang Jaya, Subang Heights, Subang Heights",Bungalow | Intermediate  , 2800000,"Jalan SHB, Subang Jaya, Subang Heights, 47500, Selangor", -, -,6+1,8," 12,619 ",Bungalow,Freehold,-, Selangor
690,/property/setia-indah/sale-8358528/,"Setia Eco Cascadia, Setia Indah",3-sty Terrace/Link House | EndLot  , 890000,"Setia Eco Cascadia, Setia Eco Cascadia, 81100, Johor", 2720 sq. ft., 2720 sq. ft.,5+1,7," 4,011 ",3-sty Terrace/Link House,Freehold,-, Johor
691,/property/mont-kiara/seni-mont-kiara/sale-8306039/,"Seni Mont Kiara, Mont Kiara",Condominium | Corner  , 3350000,"Jalan Changkat Duta Kiara, Mont Kiara, 50480, Kuala Lumpur", 3541 sq. ft., 3541 sq. ft.,4+2,6," 15,098 ",Condominium,Freehold,-, Kuala Lumpur
692,/property/klcc/four-seasons-place/sale-7524312/,"Four Seasons Place, Jalan Ampang, KLCC",Condominium | Duplex  , 23540000,"Jalan Ampang, 50450, Kuala Lumpur", 7039 sq. ft., 7039 sq. ft.,5+2,7," 106,091 ",Condominium,Freehold,-, Kuala Lumpur
693,/property/klcc/four-seasons-place/sale-7066300/,"Four Seasons Place, Jalan Ampang, KLCC",Condominium | Corner  , 3300000,"Jalan Ampang, 50450, Kuala Lumpur", 1098 sq. ft., 1098 sq. ft.,1+1,2," 14,873 ",Condominium,Freehold,-, Kuala Lumpur
694,/property/mont-kiara/pavilion-hilltop/sale-5901671/,"Pavilion Hilltop, Mont Kiara",Condominium | Corner  , 1450000,"Jalan Kiara, Mont Kiara, 50480, Kuala Lumpur", 1496 sq. ft., 1496 sq. ft.,3+1,4," 6,535 ",Condominium,Freehold,-, Kuala Lumpur
695,/property/mont-kiara/residensi-22/sale-8213250/,"Residensi 22, Mont Kiara",Condominium  , 1800000,"Jalan Kiara 3, Mont Kiara, 50480, Kuala Lumpur", 2038 sq. ft., 2038 sq. ft.,3+1,4," 8,112 ",Condominium,Freehold,-, Kuala Lumpur
696,/property/alam-impian/sale-2585176/,"Pentas, shah alam, Alam Impian",2-sty Terrace/Link House | Intermediate  , 870000,"Jalan Tun Mamat, Pentas, shah alam, 40470, Selangor", 3055 sq. ft., 3055 sq. ft.,4+1,6," 3,921 ",2-sty Terrace/Link House,Freehold,-, Selangor
697,/property/klcc/dua-residency/sale-7424890/,"Dua Residency, KLCC",Condominium | Triplex  , 4500000,"Jalan Tun Razak, KLCC, 50400, Kuala Lumpur", 5427 sq. ft., 5427 sq. ft.,5,5," 20,281 ",Condominium,Freehold,-, Kuala Lumpur
698,/property/klcc/stonor-3/sale-5235376/,"Stonor 3, KLCC",Condominium | EndLot  , 1300000,"Lorong Stonor, KLCC, 50450, Kuala Lumpur", 689 sq. ft., 689 sq. ft.,1,1," 5,859 ",Condominium,Freehold,-, Kuala Lumpur
699,/new-property/property/putrajaya/par-3-condominium-townhouse-villa/new-5425/,PAR3 Condominium & Townhouse Villa,Serviced Residence  ,0,"IOI Resort City, Putrajaya, Putrajaya", From 1324 - 1668 sq. ft., From 1324 - 1668 sq. ft.,3 - 4,3," 4,498 ",Residential,N/A,From RM 731 - RM 816, Putrajaya
700,/property/klcc/four-seasons-place/sale-6945481/,"Four Seasons Place, Jalan Ampang, KLCC",Condominium  , 4000000,"Jalan Ampang, 50450, Kuala Lumpur", 1399 sq. ft., 1399 sq. ft.,2+1,2," 18,027 ",Condominium,-,-, Kuala Lumpur
701,/property/damansara-heights/sale-7963883/,Damansara Heights,Semi-detached House | Intermediate  , 3200000,"Damansara Heights, 50490, Kuala Lumpur", 3000 sq. ft., 3000 sq. ft.,4,3," 14,422 ",Semi-detached House,Freehold,Owner Occupied, Kuala Lumpur
702,/new-property/property/serdang/the-clio-2-residences/new-5930/,The Clio 2 Residences,Serviced Residence  ,0,"IOI Resort City, Putrajaya, Serdang, Selangor", From 829 - 1216 sq. ft., From 829 - 1216 sq. ft.,3,2," 2,465 ",Residential,N/A,From RM 565 - RM 694, Selangor
703,/property/setiawangsa/kaleidoscope-residensi-setiawangsa/sale-8165878/,"Kaleidoscope (Residensi Setiawangsa), Setiawangsa",Condominium  , 590000,"Off Jalan 1/56, Setiawangsa 54200 Kuala Lumpur, Setiawangsa, 54200, Kuala Lumpur", 1196 sq. ft., 1196 sq. ft.,3,2," 2,659 ",Condominium,Leasehold,-, Kuala Lumpur
704,/property/cyberjaya/sale-6612160/,"Isle of Botanica @ Cyberjaya, Cyberjaya",2-sty Terrace/Link House  , 990000,"Cyberjaya, Cyber, Persiaran APEC, 63000 Selangor., Isle of Botanica @ Cyberjaya, Selangor", 2400 sq. ft., 2400 sq. ft.,4,4," 4,462 ",2-sty Terrace/Link House,Freehold,-, Selangor
705,/property/cyberjaya/lake-view-residency/sale-7030602/,"Lake View Residency, Cyberjaya",Condominium  , 396000,"Jalan Cyber Suria, Cyberjaya, 63000, Cyberjaya, 63000, Selangor", 1000 sq. ft., 1000 sq. ft.,3,2," 1,785 ",Condominium,Freehold,-, Selangor
706,/new-property/property/putrajaya/the-clio-residences/new-5932/,The Clio Residences,Serviced Residence  ,0,"IOI Resort City, Putrajaya, Putrajaya", From 1012 - 1410 sq. ft., From 1012 - 1410 sq. ft.,2 - 4,2 - 3," 3,537 ",Residential,N/A,From RM 646 - RM 787, Putrajaya
707,/property/cyberjaya/sale-8233130/,"Laurel-Lamanview @ Cyberjaya, Cyberjaya",2-sty Terrace/Link House  , 688000,"Cyberjaya City Centre, Persiaran Lakefront, Jalan Lakeside, Cyberjaya, Selangor, Laurel-Lamanview @ Cyberjaya, 63000, Selangor", 2590 sq. ft., 2590 sq. ft.,4+1,4," 3,101 ",2-sty Terrace/Link House,Freehold,-, Selangor
708,/property/klcc/the-mews/sale-5790623/,"The Mews, KLCC",Serviced Residence | Corner  , 1300000,"Jalan Yap Kwan Seng, KLCC, 50450, Kuala Lumpur", 925 sq. ft., 925 sq. ft.,1,1," 5,859 ",Serviced Residence,Freehold,-, Kuala Lumpur
709,/property/cyberjaya/sale-7122394/,"Maple Residence @ Lamanview Cyberjaya, Cyberjaya",2-sty Terrace/Link House  , 890000,"Cyberjaya City Centre, Persiaran APEC, 63000 Selangor, Maple Residence @ Lamanview Cyberjaya, Selangor", 2400 sq. ft., 2400 sq. ft.,4+1,4," 4,011 ",2-sty Terrace/Link House,Freehold,-, Selangor
710,/new-property/property/seremban/barinda-terraces-ara-sendayan/new-5622/,Barinda Terraces @ Ara Sendayan,2-sty Terrace/Link House  ,0,"Ara Sendayan, Seremban, Negeri Sembilan", From 2380 - 2840 sq. ft., From 2380 - 2840 sq. ft.,4,4," 2,924 ",Residential,N/A,Contact for price, Negeri Sembilan
711,/property/taman-tun-dr-ismail/sale-7613431/,"ATHINAHAPAN , Taman Tun Dr Ismail",2-sty Terrace/Link House | Intermediate  , 1600000,"Jalan Athinahappan, ATHINAHAPAN , 60000, Kuala Lumpur", -, -,4,3," 7,211 ",2-sty Terrace/Link House,Freehold,-, Kuala Lumpur
712,/property/setapak/berlian-setapak-residency/sale-7721865/,"Berlian Setapak Residency, Taman Tai Onn, Setapak",Condominium  , 728000,"Jalan Semarak Api 4, Taman Tai Onn, Kuala Lumpur", 1800 sq. ft., 1800 sq. ft.,5+1,4," 3,281 ",Condominium,Freehold,-, Kuala Lumpur
713,/property/klcc/park-seven/sale-6924835/,"Park Seven, KLCC",Condominium | Corner  , 2770000,"Persiaran KLCC, KLCC, 50088, Kuala Lumpur", 2777 sq. ft., 2777 sq. ft.,3+1,4," 12,484 ",Condominium,Freehold,-, Kuala Lumpur
714,/property/iskandar-puteri-nusajaya/sale-8057462/,"Eco Botanic, Featherstone, Nusajaya, Iskandar Puteri (Nusajaya)",Cluster House | Intermediate  , 1070000,"Jalan Eko Botani, Taman Eco Botani, Horizon Hills, Eco Botanic, Featherstone, Nusajaya, Johor", 2670 sq. ft., 2670 sq. ft.,4+1,4," 4,822 ",Cluster House,Freehold,-, Johor
715,/property/rawang/sale-7873439/,"Setia Eco Templer,Rawang, Rawang",2-sty Terrace/Link House  , 850000,"Setia Eco Templer,Rawang, Setia Eco Templer,Rawang, 48000, Selangor", 2394 sq. ft., 2394 sq. ft.,5,5," 3,831 ",2-sty Terrace/Link House,Leasehold,-, Selangor
716,/property/cyberjaya/lake-view-residency/sale-7904893/,"Lake View Residency, Cyberjaya",Condominium | Intermediate  , 382500,"Jalan Cyber Suria, Cyberjaya, 63000, Cyberjaya, 63000, Selangor", 1010 sq. ft., 1010 sq. ft.,3,2," 1,724 ",Condominium,Freehold,-, Selangor
717,/property/bandar-menjalara/dua-menjalara/sale-5287457/,"Dua Menjalara, Bandar Menjalara",Condominium | Corner  , 1390000,"Jalan 1/62B, Bandar Menjalara, 52200, Kuala Lumpur", 2648 sq. ft., 2648 sq. ft.,3+2,4," 6,265 ",Condominium,Leasehold,-, Kuala Lumpur
718,/property/klcc/park-seven/sale-8358095/,"Park Seven, KLCC",Condominium | Duplex  , 4400000,"Persiaran KLCC, KLCC, 50088, Kuala Lumpur", 4427 sq. ft., 4427 sq. ft.,5+1,6," 19,830 ",Condominium,Freehold,-, Kuala Lumpur
719,/property/bandar-sri-damansara/sale-8353557/,"SD10 Bandar Sri Damansara, Bandar Sri Damansara",2-sty Terrace/Link House | Intermediate  , 975000,"SD10 Bandar Sri Damansara, SD10 Bandar Sri Damansara, 52200, Selangor", -, -,4,3," 4,394 ",2-sty Terrace/Link House,Freehold,-, Selangor
720,/property/kajang/sale-8355280/,"kajang 2, Kajang",2-sty Terrace/Link House | Corner  , 1400000,"kajang 2, Selangor", 2424 sq. ft., 2424 sq. ft.,4,3," 6,310 ",2-sty Terrace/Link House,Freehold,-, Selangor
721,/property/country-heights-damansara/sale-8151419/,Country Heights Damansara,Bungalow  , 21000000,"Country Heights Damansara, Kuala Lumpur, Country Heights Damansara, 60000, Kuala Lumpur", 14500 sq. ft., 14500 sq. ft.,7+1,7," 94,644 ",Bungalow,Freehold,-, Kuala Lumpur
722,/property/mont-kiara/sale-7124174/,"Kiara Hills, Mont Kiara, Mont Kiara",3.5-sty Terrace/Link House | EndLot  , 3700000,"Jalan 32/70A, Kiara Hills, Mont Kiara, 50480, Kuala Lumpur", 5000 sq. ft., 5000 sq. ft.,5+1,6," 16,675 ",3.5-sty Terrace/Link House,Freehold,-, Kuala Lumpur
723,/new-property/property/mont-kiara/sunway-vivaldi/new-934/,Sunway Vivaldi,Condominium  ,0,"Mont Kiara, Kuala Lumpur", From 3466 sq. ft., From 3466 sq. ft.,5,6," 12,993 ",Commercial,N/A,Contact for price, Kuala Lumpur
724,/property/seremban-2/sale-7994071/,"Seremban 2 Hill Top Living New 2Sty, Seremban 2",2-sty Terrace/Link House  , 530000,"Seremban 2 Hill Top Living New 2Sty, Negeri Sembilan", 2541 sq. ft., 2541 sq. ft.,4,4," 2,389 ",2-sty Terrace/Link House,Freehold,-, Negeri Sembilan
725,/property/klcc/banyan-tree-signatures/sale-6630186/,"Banyan Tree Signatures, KLCC",Serviced Residence | Intermediate  , 2650000,"Jalan Conlay, KLCC, 55100, Kuala Lumpur", 1184 sq. ft., 1184 sq. ft.,2,2," 11,943 ",Serviced Residence,Freehold,-, Kuala Lumpur
726,/new-property/property/jalan-sultan-ismail/anggun-residences/new-5125/,Anggun Residences,Serviced Residence  ,0,"Jalan Sultan Ismail, Kuala Lumpur", From 657 - 1535 sq. ft., From 657 - 1535 sq. ft.,1 - 4,1 - 3," 4,502 ",Residential,N/A,Contact for price, Kuala Lumpur
727,/property/cheras/sale-5586871/,Cheras,2-sty Terrace/Link House | Corner  , 1180000,"Suadamai Bandar Tun Hussein Onn, Selangor", 2000 sq. ft., 2000 sq. ft.,4,3," 5,318 ",2-sty Terrace/Link House,Freehold,-, Selangor
728,/property/johor-bahru/sale-8384201/,"Austin Perdana, Johor Bahru",2-sty Terrace/Link House | Intermediate  , 595000,"Taman Mount Austin, Austin Perdana, 81100, Johor", 1950 sq. ft., 1950 sq. ft.,4,3," 2,682 ",2-sty Terrace/Link House,Freehold,-, Johor
729,/property/kulai/sale-7656290/,"Taman Lagenda Putra, Kulai",1-sty Terrace/Link House | Corner  , 560000,"jln lagenda 2x, Taman Lagenda Putra, 81000, Johor", 1800 sq. ft., 1800 sq. ft.,4,2," 2,524 ",1-sty Terrace/Link House,Freehold,-, Johor
730,/new-property/property/kl-city/legasi-kampong-bharu/new-5936/,Legasi Kampong Bharu,Apartment  ,0,"KL City, Kuala Lumpur", From 950 - 2969 sq. ft., From 950 - 2969 sq. ft.,3 - 4,2 - 4," 3,228 ",Unknown,N/A,From RM 754 - RM 933, Kuala Lumpur
731,/property/johor-bahru/sale-8163683/,"La Garden, Jp Perdana, Setia Indah, Johor Bahru",2-sty Terrace/Link House | Intermediate  , 538000,"jalan jayaputra 5/4x, La Garden, Jp Perdana, Setia Indah, 81100, Johor", 1800 sq. ft., 1800 sq. ft.,4,3," 2,425 ",2-sty Terrace/Link House,Freehold,-, Johor
732,/property/johor-bahru/sale-8163553/,"Eco Spring , Taman Ekoflora, Johor Bahru",Semi-detached House | Intermediate  , 2100000,"jalan ekoflora 1/x, Eco Spring , Taman Ekoflora, 81100, Johor", 3680 sq. ft., 3680 sq. ft.,4+1,6," 9,464 ",Semi-detached House,Freehold,Owner Occupied, Johor
733,/property/kulai/sale-7656293/,"Taman Lagenda Putra, Kulai",Cluster House | Corner  , 560000,"jln lagenda 2x, Taman Lagenda Putra, 81000, Johor", 1800 sq. ft., 1800 sq. ft.,4,2," 2,524 ",Cluster House,Freehold,-, Johor
734,/new-property/property/melaka-tengah/bali-residences/new-5929/,Bali Residences,Serviced Residence  ,0,"Kota Syahbandar, Melaka Tengah, Melaka", From 477 - 3174 sq. ft., From 477 - 3174 sq. ft.,1 - 5,1 - 5," 1,010 ",Commercial,N/A,From RM 440 - RM 470, Melaka
735,/property/johor-bahru/sale-7484777/,"Adda Heights, Johor Bahru",Cluster House | EndLot  , 1380000,"Jalan Adda 5/x, Adda Heights, 81100, Johor", 3000 sq. ft., 3000 sq. ft.,4+1,5," 6,219 ",Cluster House,Freehold,-, Johor
736,/property/iskandar-puteri-nusajaya/sale-8411456/,"Bukit Indah, Iskandar Puteri (Nusajaya)",2-sty Terrace/Link House | EndLot  , 588000,"Bukit Indah, Bukit Indah, 79100, Johor", 1820 sq. ft., 1820 sq. ft.,4,3," 2,650 ",2-sty Terrace/Link House,Freehold,-, Johor
737,/property/kl-sentral/the-sentral-residences/sale-8357660/,"The Sentral Residences, KL Sentral",Serviced Residence | Corner  , 1800888,"Jalan Stesen Sentral 2, KL Sentral, 50470, Kuala Lumpur", 1464 sq. ft., 1464 sq. ft.,2+1,3," 8,116 ",Serviced Residence,Freehold,-, Kuala Lumpur
738,/property/cheras/sale-7610016/,"TAMAN MIDAH CHERAS, Cheras",1-sty Terrace/Link House | Intermediate  , 538000,"TAMAN MIDAH CHERAS, 56000, Kuala Lumpur", 1100 sq. ft., 1100 sq. ft.,3,2," 2,425 ",1-sty Terrace/Link House,Freehold,-, Kuala Lumpur
739,/property/kl-sentral/suasana-sentral-loft/sale-8357646/,"Suasana Sentral Loft, KL Sentral",Condominium | Corner  , 1320888,"9, Jalan Stesen Sentral 5, KL Sentral, 50450, Kuala Lumpur", 1584 sq. ft., 1584 sq. ft.,3+1,3," 5,953 ",Condominium,Freehold,-, Kuala Lumpur
740,/property/johor-bahru/sale-8411449/,"Taman Perling, Johor Bahru",Semi-detached House | Intermediate  , 828000,"Jalan Belibis, Johor Bahru, Taman Perling, 81200, Johor", 2600 sq. ft., 2600 sq. ft.,4+1,4," 3,732 ",Semi-detached House,Freehold,Owner Occupied, Johor
741,/property/bandar-utama/1-bukit-utama/sale-8357586/,"1 Bukit Utama, Bukit Utama 1, Bandar Utama",Condominium | Corner  , 1168000,"Changkat Bukit Utama, Bukit Utama 1, 47800, Selangor", 1916 sq. ft., 1916 sq. ft.,3+1,3," 5,264 ",Condominium,Freehold,-, Selangor
742,/property/cyberjaya/sale-8130387/,"PERDANA LAKEVIEW @ CYBERJAYA, Cyberjaya",2-sty Terrace/Link House  , 820000,"PERDANA LAKEVIEW @ CYBERJAYA, 63000, Selangor", 2700 sq. ft., 2700 sq. ft.,4+1,4," 3,696 ",2-sty Terrace/Link House,Freehold,-, Selangor
743,/property/cyberjaya/sale-6568359/,"Maple Residence @ Cyberjaya, Cyberjaya",2-sty Terrace/Link House  , 890000,"Cyberjaya, Maple Residence @ Cyberjaya, Selangor", 2400 sq. ft., 2400 sq. ft.,4,4," 4,011 ",2-sty Terrace/Link House,Freehold,-, Selangor
744,/property/cyberjaya/sale-6568359/,"Maple Residence @ Cyberjaya, Cyberjaya",2-sty Terrace/Link House  , 890000,"Cyberjaya, Maple Residence @ Cyberjaya, Selangor", 2400 sq. ft., 2400 sq. ft.,4,4," 4,011 ",2-sty Terrace/Link House,Freehold,-, Selangor
745,/property/cyberjaya/sale-8125398/,"JEWEL OF GRASMERE @ CYBERJAYA, Cyberjaya",2-sty Terrace/Link House  , 650000,"CYBERJAYA CITY CENTRE, PERSIARAN SEMARAK API, 63100, CYBERJAYA, SELANGOR, JEWEL OF GRASMERE @ CYBERJAYA, 63100, Selangor", 2800 sq. ft., 2800 sq. ft.,4,4," 2,929 ",2-sty Terrace/Link House,Freehold,-, Selangor
746,/property/permas-jaya/sale-8384092/,Permas Jaya,1-sty Terrace/Link House | Corner  , 550000,"Jalan Permas, Masai, Johor Bahru, Permas Jaya, 81750, Johor", 3910 sq. ft., 3910 sq. ft.,3,2," 2,479 ",1-sty Terrace/Link House,Freehold,-, Johor
747,/new-property/property/rawang/acadian/new-5911/,Acadian,2-sty Terrace/Link House  ,0,"Saujana Rawang, Rawang, Selangor", From 1680 - 1725 sq. ft., From 1680 - 1725 sq. ft.,4,3," 2,118 ",Residential,N/A,Contact for price, Selangor
748,/property/bandar-utama/pelangi-utama/sale-5108169/,"Pelangi Utama, Bandar Utama",Condominium | Intermediate  , 488000,"Jalan Masjid, Bandar Utama, 47400, Selangor", 925 sq. ft., 925 sq. ft.,3,2," 2,199 ",Condominium,Leasehold,-, Selangor
749,/property/taman-melawati/sale-8435306/,Taman Melawati,Semi-detached House | Intermediate  , 2800000,"Jalan G1, Taman Melawati, Taman Melawati, 53100, Kuala Lumpur", 5000 sq. ft., 5000 sq. ft.,5+1,5," 12,619 ",Semi-detached House,Freehold,-, Kuala Lumpur
750,/new-property/property/rawang/alcedo/new-5914/,Alcedo,Semi-detached House  ,0,"Saujana Rawang, Rawang, Selangor", From 2800 - 3780 sq. ft., From 2800 - 3780 sq. ft.,4 - 6,4 - 6," 4,276 ",Residential,N/A,Contact for price, Selangor
751,/property/mont-kiara/seni-mont-kiara/sale-6820432/,"Seni Mont Kiara, Mont Kiara",Condominium  , 1900000,"Jalan Changkat Duta Kiara, Mont Kiara, 50480, Kuala Lumpur", 2411 sq. ft., 2411 sq. ft.,3+1,5," 8,563 ",Condominium,-,-, Kuala Lumpur
752,/property/mont-kiara/seni-mont-kiara/sale-7663424/,"Seni Mont Kiara, Mont Kiara",Condominium  , 1750000,"Jalan Changkat Duta Kiara, Mont Kiara, 50480, Kuala Lumpur", 2347 sq. ft., 2347 sq. ft.,3+1,5," 7,887 ",Condominium,-,-, Kuala Lumpur
753,/property/johor-bahru/sale-8120443/,"Bandar Dato Onn, Johor Bahru",2-sty Terrace/Link House | Intermediate  , 618000,"Jalan Penjiranan 12, Bandar Dato Onn, Bandar Dato Onn, 81100, Johor", 2100 sq. ft., 2100 sq. ft.,4,4," 2,785 ",2-sty Terrace/Link House,Freehold,-, Johor
754,/new-property/property/kuala-selangor/cempaka-sari/new-5916/,Cempaka Sari,2-sty Terrace/Link House  ,0,"Bandar Saujana Utama, Kuala Selangor, Selangor", From 1600 - 1700 sq. ft., From 1600 - 1700 sq. ft.,4,3," 1,933 ",Residential,N/A,Contact for price, Selangor
755,/property/cyberjaya/sale-8334642/,"Lakefront Villa, Cyberjaya, Bungalow, Cyberjaya",Bungalow  , 2200000,"Lakefront Villa, Cyberjaya, Bungalow, Selangor", 5269 sq. ft., 5269 sq. ft.,5+1,7," 9,915 ",Bungalow,Freehold,-, Selangor
756,/property/city-centre/sale-8348040/,"Jalan San Peng, Pudu, Kuala Lumpur, City Centre",Residential Land  , 8338800,"Jalan San Peng, Jalan San Peng, Pudu, Kuala Lumpur, 55200, Kuala Lumpur", -, -,0,0," 37,582 ",Residential Land,Freehold,-, Kuala Lumpur
757,/property/semenyih/sale-6128387/,"Ecohill,Eco Majestic, Merrydale 20x70, Semenyih",2-sty Terrace/Link House | Intermediate  , 610000,"Ecohill,Eco Majestic, Merrydale 20x70, 43500, Selangor", -, -,4,3," 2,749 ",2-sty Terrace/Link House,Freehold,-, Selangor
758,/new-property/property/kuala-selangor/tresna-perindu/new-5889/,Tresna Perindu,2-sty Terrace/Link House  ,0,"Bandar Saujana Utama, Kuala Selangor, Selangor", From 1720 - 1820 sq. ft., From 1720 - 1820 sq. ft.,4,3," 2,083 ",Residential,N/A,Contact for price, Selangor
759,/property/damansara-heights/sale-8352157/,"Damansara Heights, Bukit Damansara, KL, Damansara Heights",Bungalow  , 7000000,"Damansara Heights, Bukit Damansara, Damansara Heights, Bukit Damansara, KL, Kuala Lumpur", 3068 sq. ft., 3068 sq. ft.,3,2," 31,548 ",Bungalow,Freehold,-, Kuala Lumpur
760,/property/cheras/sale-7642015/,"Cheras,Kuala Lumpur, Cheras",Semi-detached House | Corner  , 1980000,"Cheras,Kuala Lumpur, Kuala Lumpur", -, -,5+1,6," 8,924 ",Semi-detached House,Freehold,-, Kuala Lumpur
761,/property/johor-bahru/sale-8335717/,"Jalan Setia 7/xx,Taman Setia Indah , Johor Bahru",2-sty Terrace/Link House  , 505000,"Jalan Setia 7/xx,Taman Setia Indah , 81100, Johor", 1800 sq. ft., 1800 sq. ft.,4,3," 2,276 ",2-sty Terrace/Link House,Freehold,-, Johor
